location_id,datetime_beginning,temp_f,dewpoint_f,humidity,windspeed_mph,pressure_millibars,cloud_percentage,precip_rate_mm_per_hour,weather_conditions,horizontal_irradiance_watts_per_m2,created_at
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 08:00:00.000000 UTC,66.8,47.77,50,6.96,1008,15,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 09:00:00.000000 UTC,69.9,49.07,48,9.15,1007.2,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 10:00:00.000000 UTC,68.7,50.09,51,9.01,1007.2,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 11:00:00.000000 UTC,67.94,49.85,52,9.15,1008,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 12:00:00.000000 UTC,66.37,49.96,55,10.31,1009,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 13:00:00.000000 UTC,66.09,51.91,60,8.25,1009,16,0,Mostly Sunny,57.5043,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 14:00:00.000000 UTC,65.81,52.75,63,11.39,1009,16,0,Mostly Sunny,246.1951,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 15:00:00.000000 UTC,66.57,52.85,61,13.62,1009,18,0,Mostly Sunny,408.1524,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 16:00:00.000000 UTC,68.9,54.16,59,12.68,1009,16,0,Mostly Sunny,533.0765,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 17:00:00.000000 UTC,73.71,54.48,51,13.98,1008,16,0,Mostly Sunny,611.7,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 18:00:00.000000 UTC,77.34,52.88,43,13.98,1006,16,0,Mostly Sunny,638.913,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 19:00:00.000000 UTC,79.37,51.82,38,17.2,1005.8,16,0,Mostly Sunny,612.8561,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 20:00:00.000000 UTC,79.47,52.1,39,16.08,1004,1,0,Sunny,536.1489,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 21:00:00.000000 UTC,80.49,52.9,38,15.86,1004,0,0,Sunny,412.1801,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 22:00:00.000000 UTC,78.62,53.08,41,14.18,1004,0,0,Sunny,250.3647,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-22 23:00:00.000000 UTC,76.73,52.8,43,12.55,1005,0,0,Sunny,61.726,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 00:00:00.000000 UTC,73.95,54.04,50,9.51,1006,65,0,Partly Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 01:00:00.000000 UTC,71.62,55.36,57,9.33,1007.8,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 02:00:00.000000 UTC,71.02,55.94,59,7.14,1007,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 03:00:00.000000 UTC,69.73,54.59,59,7.65,1008,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 04:00:00.000000 UTC,68.81,53.68,59,9.71,1008,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 05:00:00.000000 UTC,69.02,54.01,59,10.63,1008,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 06:00:00.000000 UTC,69.82,54.91,59,11.7,1008,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 07:00:00.000000 UTC,69.68,54.75,59,12.5,1008,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 08:00:00.000000 UTC,69.81,55.57,61,11.52,1008,28,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 09:00:00.000000 UTC,69.19,56.58,64,11.74,1008,22,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 10:00:00.000000 UTC,68.29,56.84,67,11.34,1007.2,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 11:00:00.000000 UTC,68.35,58,70,13.6,1007.2,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 12:00:00.000000 UTC,67.32,58.69,74,12.3,1009,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 13:00:00.000000 UTC,67.21,58.62,74,13.62,1009,16,0,Mostly Sunny,54.2149,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 14:00:00.000000 UTC,69.19,58.6,69,12.82,1010,16,0,Mostly Sunny,242.6259,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 15:00:00.000000 UTC,71.75,59.71,66,14.88,1010.8,17,0,Mostly Sunny,404.4873,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 16:00:00.000000 UTC,74.08,59.83,61,13.76,1010,32,0,Mostly Sunny,521.8204,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 17:00:00.000000 UTC,77.31,58.93,53,13.98,1009.8,7,0,Mostly Sunny,608.2872,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 18:00:00.000000 UTC,78.67,60.08,53,13.58,1009,39,0,Partly Cloudy,616.6231,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 19:00:00.000000 UTC,79.59,58.8,49,14.92,1008.8,31,0,Mostly Sunny,600.858,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 20:00:00.000000 UTC,80.48,58.22,47,14.92,1007.8,34,0,Partly Cloudy,521.736,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 21:00:00.000000 UTC,79.62,58.19,48,13.98,1006.9,0,0,Sunny,407.6301,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 22:00:00.000000 UTC,79.64,56.84,46,13.98,1007.9,0,0,Sunny,245.9374,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-23 23:00:00.000000 UTC,75.92,58.57,55,13.76,1008.8,0,0,Sunny,57.4838,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 00:00:00.000000 UTC,74.38,57.81,56,9.51,1008,25,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 01:00:00.000000 UTC,73.26,57.58,58,10.65,1009.8,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 02:00:00.000000 UTC,72.27,57.09,59,9.71,1009.8,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 03:00:00.000000 UTC,72.07,56.48,58,9.71,1009,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 04:00:00.000000 UTC,72.09,56.31,58,10.27,1009,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 05:00:00.000000 UTC,72.07,55.71,56,8.41,1009,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 06:00:00.000000 UTC,72.11,56.72,58,10.58,1009,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 07:00:00.000000 UTC,71.24,57.58,62,12.73,1008.2,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 08:00:00.000000 UTC,70.27,58.58,66,12.68,1008.2,24,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 09:00:00.000000 UTC,70.18,59.17,68,11.39,1009,14,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 10:00:00.000000 UTC,69.32,59.35,71,12.86,1009,19,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 11:00:00.000000 UTC,69.79,60.88,73,9.37,1009,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 12:00:00.000000 UTC,69.2,60.72,74,9.51,1008.9,84,0,Mostly Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 13:00:00.000000 UTC,67.62,61.54,81,8.61,1009,85,0.26,Isolated Showers,29.3066,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 14:00:00.000000 UTC,65.25,64.11,96,6.29,1008.5,100,1.72,Scattered Showers,59.8557,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 15:00:00.000000 UTC,64.15,63.92,99,11.34,1008.2,100,2.01,Scattered Showers,100.3347,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 16:00:00.000000 UTC,64.89,64.71,99,9.51,1009,100,0,Cloudy,131.4251,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 17:00:00.000000 UTC,65.52,63.74,94,10.27,1008,100,0.05,Rain Showers,151.0061,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 18:00:00.000000 UTC,65.12,64.76,99,10.27,1006.9,100,0.46,Rain Showers,157.7422,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 19:00:00.000000 UTC,65.59,64.66,97,10.49,1006,100,0,Cloudy,151.1729,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 20:00:00.000000 UTC,66.47,64.58,94,10.25,1005,100,0.76,Rain Showers,131.7451,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 21:00:00.000000 UTC,65.62,65.28,99,8.97,1005.2,100,4.14,Rain,100.7818,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 22:00:00.000000 UTC,62.92,62.63,99,3.74,1006.3,100,11.45,Isolated Thunderstorms,60.392,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-24 23:00:00.000000 UTC,61.61,61.21,99,0,1007,100,3.31,Rain,13.3272,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 00:00:00.000000 UTC,61.23,60.52,98,2.84,1008,100,3.78,Rain,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 01:00:00.000000 UTC,59.8,59.69,100,3.11,1008,100,3.3,Rain,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 02:00:00.000000 UTC,58.73,57.3,95,5.82,1008,100,3.31,Rain,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 03:00:00.000000 UTC,57.47,57.21,99,0.92,1006.2,100,2.36,Scattered Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 04:00:00.000000 UTC,57.46,57.15,99,0,1008,100,0.53,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 05:00:00.000000 UTC,57.51,57.21,99,2.24,1007.3,98,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 06:00:00.000000 UTC,58.06,57.27,97,3.29,1006.6,99,1.99,Scattered Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 07:00:00.000000 UTC,57.55,57.25,99,4.61,1004.2,100,1.18,Isolated Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 08:00:00.000000 UTC,56.94,56.49,98,6.71,1004.9,100,4.12,Rain,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 09:00:00.000000 UTC,55.33,54.63,97,7.05,1003.2,100,4.22,Rain,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 10:00:00.000000 UTC,53.09,52.47,98,3.74,1004.1,100,4.82,Rain,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 11:00:00.000000 UTC,52.34,52.01,99,11.88,1002.2,100,2.79,Rain,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 12:00:00.000000 UTC,51.15,50.73,98,10.98,1002.2,100,0.19,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 13:00:00.000000 UTC,49.54,49.23,99,8.01,1002.4,89,0.29,Isolated Showers,23.8978,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 14:00:00.000000 UTC,49.33,48,95,6.91,1004.3,100,6.58,Rain,58.9559,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 15:00:00.000000 UTC,49.11,48.55,98,8.03,1005.3,100,8.37,Rain,99.3666,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 16:00:00.000000 UTC,47.37,45.61,94,15.23,1007.2,100,3.31,Rain,130.3956,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 17:00:00.000000 UTC,45.2,44.23,96,10.71,1008.2,100,0.45,Rain Showers,149.9267,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 18:00:00.000000 UTC,44.63,44.26,99,8.48,1010.2,100,0.09,Rain Showers,156.6274,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 19:00:00.000000 UTC,44.48,42.68,93,8.12,1010.2,100,0.09,Rain Showers,150.0401,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 20:00:00.000000 UTC,45.48,44.47,96,7.85,1010.3,100,0.02,Rain Showers,130.6127,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 21:00:00.000000 UTC,48.27,43.55,84,10.63,1011.2,40,0.02,Rain Showers,385.1589,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 22:00:00.000000 UTC,53.04,38.9,59,7.99,1011.2,0,0,Sunny,237.2583,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-25 23:00:00.000000 UTC,53.5,38.9,58,3.56,1012,1,0,Sunny,49.2025,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 00:00:00.000000 UTC,50.93,37.87,61,2.42,1013,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 01:00:00.000000 UTC,48.91,39.46,70,2.57,1014.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 02:00:00.000000 UTC,48.04,40.06,74,1.5,1014.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 03:00:00.000000 UTC,46.76,40.12,78,2.39,1015.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 04:00:00.000000 UTC,45.89,38.22,74,2.24,1016.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 05:00:00.000000 UTC,45.56,37.54,73,1.45,1016.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 06:00:00.000000 UTC,44.56,36.27,72,0.98,1017.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 07:00:00.000000 UTC,41.74,36.58,82,1.12,1018.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 08:00:00.000000 UTC,41.07,36.43,83,2.26,1018.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 09:00:00.000000 UTC,40.74,37.31,87,0,1018.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 10:00:00.000000 UTC,39.54,37.02,91,0.13,1018.4,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 11:00:00.000000 UTC,39.64,36.94,90,0,1019.4,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 12:00:00.000000 UTC,39.47,36.34,88,0,1020.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 13:00:00.000000 UTC,37.76,36.15,94,0.18,1020.2,0,0,Sunny,44.3503,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 14:00:00.000000 UTC,45.43,38.79,77,0.13,1020.2,0,0,Sunny,232.2135,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 15:00:00.000000 UTC,51.92,40.73,66,2.37,1021,0,0,Sunny,393.5858,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 16:00:00.000000 UTC,57.12,38.86,50,5.64,1021,0,0,Sunny,517.4622,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 17:00:00.000000 UTC,59.93,38.28,45,3.56,1020.8,0,0,Sunny,595.3945,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 18:00:00.000000 UTC,61.96,38.3,42,3.22,1020,0,0,Sunny,622.0666,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 19:00:00.000000 UTC,63.59,36.14,36,2.24,1019,0,0,Sunny,595.6566,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 20:00:00.000000 UTC,62.84,35.91,37,4.63,1018.8,0,0,Sunny,517.9608,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 21:00:00.000000 UTC,64.33,36.1,35,1.32,1018.8,0,0,Sunny,394.2705,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 22:00:00.000000 UTC,64.45,34.97,33,3.69,1018.8,0,0,Sunny,233.0111,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-26 23:00:00.000000 UTC,62.48,36.11,37,4.47,1018,0,0,Sunny,45.1677,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 00:00:00.000000 UTC,56.22,42.61,60,2.24,1018.8,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 01:00:00.000000 UTC,56.77,38.75,51,1.32,1019,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 02:00:00.000000 UTC,55.87,39.6,54,2.21,1019,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 03:00:00.000000 UTC,51.52,41.12,68,3.2,1019.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 04:00:00.000000 UTC,48.93,43.34,81,3.2,1020.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 05:00:00.000000 UTC,47.27,41.47,80,3.2,1019.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 06:00:00.000000 UTC,47.02,39.56,75,3.38,1019.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 07:00:00.000000 UTC,46.95,39.17,74,1.43,1019.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 08:00:00.000000 UTC,44.22,37.96,79,1.3,1019.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 09:00:00.000000 UTC,44.15,39.99,85,0.96,1020.2,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 10:00:00.000000 UTC,43.96,39.91,86,3.2,1019.2,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 11:00:00.000000 UTC,44.66,39.08,81,1.12,1020.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 12:00:00.000000 UTC,45.05,39.81,82,4.47,1019.3,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 13:00:00.000000 UTC,44.9,39.14,80,4.47,1019.4,0,0,Sunny,41.0139,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 14:00:00.000000 UTC,48.48,40.02,72,4.47,1020.2,0,0,Sunny,228.5941,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 15:00:00.000000 UTC,51.93,38.94,61,5.93,1021,0,0,Sunny,389.6988,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 16:00:00.000000 UTC,56.9,38.06,49,6.71,1021,0,0,Sunny,513.3415,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 17:00:00.000000 UTC,60.83,36.73,41,6.87,1020,18,0,Mostly Sunny,589.8513,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 18:00:00.000000 UTC,63.4,37.05,38,5.93,1019,24,0,Mostly Sunny,613.7648,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 19:00:00.000000 UTC,64.25,35.33,34,4.81,1018.8,30,0,Mostly Sunny,583.7511,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 20:00:00.000000 UTC,65.37,34.57,32,6.71,1017.8,0,0,Sunny,513.5131,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 21:00:00.000000 UTC,66.88,36.3,32,7.05,1017.8,0,0,Sunny,389.922,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 22:00:00.000000 UTC,65.83,36.86,34,6.87,1017.9,0,0,Sunny,228.8284,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-27 23:00:00.000000 UTC,63.59,39.71,41,5.59,1017.8,0,0,Sunny,41.206,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-28 00:00:00.000000 UTC,59.65,39.26,47,5.77,1018,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-28 01:00:00.000000 UTC,58.41,37.73,46,6.69,1019.8,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-28 02:00:00.000000 UTC,57.76,38.58,49,4.81,1019,14,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-28 03:00:00.000000 UTC,56.21,38.21,51,4.47,1021,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-28 04:00:00.000000 UTC,55.53,36.68,49,4.47,1021,16,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-28 05:00:00.000000 UTC,54.72,37.84,53,7.58,1021,25,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-10-28 06:00:00.000000 UTC,53.92,37.97,55,5.39,1021.2,82,0,Mostly Cloudy,0,2023-11-16 13:19:09.119975 UTC
