location_id,datetime_beginning,temp_f,dewpoint_f,humidity,windspeed_mph,pressure_millibars,cloud_percentage,precip_rate_mm_per_hour,weather_conditions,horizontal_irradiance_watts_per_m2,created_at
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 03:00:00.000000 UTC,40.02,21.31,47,2.63,1019.3,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 04:00:00.000000 UTC,38.64,26.3,61,6.12,1019.3,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 05:00:00.000000 UTC,38.06,24.48,58,6.04,1019.1,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 06:00:00.000000 UTC,35.55,25.21,66,5.74,1018.3,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 07:00:00.000000 UTC,35.11,26.01,69,5.23,1018.3,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 08:00:00.000000 UTC,35.17,23.52,62,4.47,1018.3,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 09:00:00.000000 UTC,33.24,24.14,69,3.96,1018.3,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 10:00:00.000000 UTC,31.45,26.62,82,3.06,1017.2,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 11:00:00.000000 UTC,32.76,24.49,71,1.78,1017.3,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 12:00:00.000000 UTC,33.42,26.32,75,1.62,1017.3,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 13:00:00.000000 UTC,32.1,26.29,79,2.63,1017.3,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 14:00:00.000000 UTC,34.23,27.58,76,2.51,1017.3,1,0,Sunny,86.6355,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 15:00:00.000000 UTC,40.69,25.63,55,5.66,1017.2,6,0,Sunny,258.7618,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 16:00:00.000000 UTC,49.36,27.83,43,6.05,1017,1,0,Sunny,399.3302,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 17:00:00.000000 UTC,58.89,30.63,34,10.18,1016,2,0,Sunny,498.7229,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 18:00:00.000000 UTC,61.72,33.23,34,11.82,1015,1,0,Sunny,550.1859,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 19:00:00.000000 UTC,64.54,31.61,29,15.64,1013.8,1,0,Sunny,550.2127,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 20:00:00.000000 UTC,64.19,26.07,23,15.51,1012,2,0,Sunny,498.803,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 21:00:00.000000 UTC,64.92,27.12,24,10.08,1012.8,0,0,Sunny,399.4617,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 22:00:00.000000 UTC,63.68,30.72,29,15.01,1012.8,0,0,Sunny,258.9586,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-01-31 23:00:00.000000 UTC,63.38,34.43,34,11.57,1012,0,0,Sunny,86.8703,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 00:00:00.000000 UTC,59.08,33.28,38,6.39,1012.8,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 01:00:00.000000 UTC,54.9,33.41,44,5.97,1013,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 02:00:00.000000 UTC,53.45,35.2,50,7.03,1014,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 03:00:00.000000 UTC,55.25,37.78,52,14.48,1013.2,0,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 04:00:00.000000 UTC,54.02,41.97,64,13.23,1013.2,4,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 05:00:00.000000 UTC,53.1,44.81,73,11.97,1013.8,2,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 06:00:00.000000 UTC,52.86,46.6,79,10.91,1012.2,7,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 07:00:00.000000 UTC,53.25,47.35,80,12.53,1012.2,58,0,Partly Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 08:00:00.000000 UTC,53.49,47.06,79,13.52,1012.3,65,0,Partly Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 09:00:00.000000 UTC,51.29,46.2,83,5.11,1012.2,19,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 10:00:00.000000 UTC,50.73,45.67,83,2.58,1013.2,85,0,Mostly Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 11:00:00.000000 UTC,50.36,45.82,84,3.24,1013.2,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 12:00:00.000000 UTC,50.88,46.23,84,5.62,1013.2,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 13:00:00.000000 UTC,52.25,45.85,79,8.93,1014.2,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 14:00:00.000000 UTC,52.73,46.02,78,7.06,1015,95,0,Cloudy,33.0764,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 15:00:00.000000 UTC,55.18,47.25,75,12.18,1014,25,0,Mostly Sunny,260.2159,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 16:00:00.000000 UTC,60.04,48.28,65,12.46,1014,5,0,Sunny,402.7188,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 17:00:00.000000 UTC,62.11,47.26,58,17.07,1014,17,0,Mostly Sunny,501.4957,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 18:00:00.000000 UTC,62.72,47.47,57,17.91,1013,34,0,Partly Cloudy,542.9086,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 19:00:00.000000 UTC,62.92,48.06,58,11,1012,100,0,Cloudy,138.5483,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 20:00:00.000000 UTC,61.91,48.6,62,10.89,1012,100,0,Cloudy,125.7057,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 21:00:00.000000 UTC,57.45,51.71,81,8.09,1011,100,0.25,Rain Showers,100.8586,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 22:00:00.000000 UTC,58.45,51.4,77,5.89,1011,100,0.25,Rain Showers,65.7005,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-01 23:00:00.000000 UTC,55.61,53.2,92,8.29,1011.3,100,0.5,Rain Showers,22.6276,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 00:00:00.000000 UTC,54.22,52.9,95,7.29,1011.5,100,2.17,Scattered Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 01:00:00.000000 UTC,53.95,52.18,94,5.35,1011.5,100,0.12,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 02:00:00.000000 UTC,53.87,51.96,93,5.76,1011.2,100,0.74,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 03:00:00.000000 UTC,53.79,51.2,91,3.44,1012,100,0.33,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 04:00:00.000000 UTC,53.87,51.06,90,8.08,1011,100,0.56,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 05:00:00.000000 UTC,55.12,53.53,94,4.71,1009.1,100,1.76,Scattered Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 06:00:00.000000 UTC,50.45,49.2,95,2.07,1010.3,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 07:00:00.000000 UTC,43.25,42.25,96,8.82,1010.4,100,0.27,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 08:00:00.000000 UTC,39.36,37.1,92,9.45,1011.3,100,1.1,Isolated Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 09:00:00.000000 UTC,37.06,35.13,93,11.38,1012.3,100,0.71,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 10:00:00.000000 UTC,33.91,31.46,91,8.17,1012.5,100,0.25,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 11:00:00.000000 UTC,32.34,30.97,95,11.78,1012.6,100,0.75,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 12:00:00.000000 UTC,31.77,29.15,90,12.03,1014.5,100,0.38,Rain Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 13:00:00.000000 UTC,30.93,27.6,87,13.34,1015.4,100,0.6,Freezing Drizzle,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 14:00:00.000000 UTC,29.81,27.95,93,13.47,1016.5,100,0,Cloudy,23.065,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 15:00:00.000000 UTC,28.89,26.97,92,10.6,1017.5,100,0,Cloudy,66.263,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 16:00:00.000000 UTC,27.06,26.14,96,12.2,1018.5,100,0,Cloudy,101.5519,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 17:00:00.000000 UTC,24.83,22.93,92,15.14,1018.5,100,0,Cloudy,126.528,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 18:00:00.000000 UTC,24.85,22.77,92,13.25,1020.3,100,0,Cloudy,139.4901,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 19:00:00.000000 UTC,23.19,22.03,95,9.36,1020.3,100,0,Cloudy,139.5555,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 20:00:00.000000 UTC,23.6,21.27,91,13.95,1019.5,100,0,Cloudy,126.72,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 21:00:00.000000 UTC,23.3,21.66,93,8.06,1020.4,100,0,Cloudy,101.8586,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 22:00:00.000000 UTC,24.7,21.54,88,10.67,1020.7,100,0,Cloudy,66.666,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-02 23:00:00.000000 UTC,24.82,21.87,88,11.55,1021.5,100,0,Cloudy,23.5409,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 00:00:00.000000 UTC,23.81,22.28,94,8.71,1022.3,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 01:00:00.000000 UTC,23.18,21.23,92,12.55,1022.3,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 02:00:00.000000 UTC,22.29,20.43,92,17.37,1020.9,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 03:00:00.000000 UTC,21.94,20.23,93,13.32,1021.5,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 04:00:00.000000 UTC,21.8,18.55,87,5.09,1023.5,100,1.29,Sleet/Snow,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 05:00:00.000000 UTC,20.21,17.45,89,8.86,1023.5,100,1.63,Snow,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 06:00:00.000000 UTC,19.06,17.15,92,17.65,1024.4,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 07:00:00.000000 UTC,16.81,13.51,87,17.94,1022.7,100,1.29,Snow,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 08:00:00.000000 UTC,15.6,12.61,88,15.02,1024.3,100,0.96,Light Snow,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 09:00:00.000000 UTC,14.9,11.27,85,11.49,1023.5,100,0.74,Light Snow,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 10:00:00.000000 UTC,12.94,10.17,88,14.26,1024.2,100,0.5,Snow Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 11:00:00.000000 UTC,13.67,11.21,90,14.65,1024.2,100,0.25,Snow Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 12:00:00.000000 UTC,13.54,9.82,85,14.06,1024.7,100,0.02,Snow Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 13:00:00.000000 UTC,12.68,10.16,89,13.64,1024.3,100,0.15,Snow Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 14:00:00.000000 UTC,13.67,9.99,85,10.56,1025.3,100,0.25,Snow Showers,23.8031,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 15:00:00.000000 UTC,13.84,11.57,90,13.55,1025.7,100,0.5,Snow Showers,67.0804,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 16:00:00.000000 UTC,15.01,11.55,86,15.7,1025.5,100,0.5,Snow Showers,102.4414,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 17:00:00.000000 UTC,15.4,11.73,85,8.24,1026.7,100,0.5,Snow Showers,127.4777,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 18:00:00.000000 UTC,16.13,12.38,85,11.78,1024.9,100,0.5,Snow Showers,140.4839,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 19:00:00.000000 UTC,16.32,12.75,86,6.81,1025.4,100,0.25,Snow Showers,140.5742,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 20:00:00.000000 UTC,16.16,11.6,82,12.01,1026.6,100,0.21,Snow Showers,127.743,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 21:00:00.000000 UTC,17.38,11.75,78,10.21,1026.2,100,0,Cloudy,102.8649,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 22:00:00.000000 UTC,17.9,12.28,78,8.59,1026.4,100,0,Cloudy,67.6357,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-03 23:00:00.000000 UTC,16.9,12.19,81,8.03,1026.4,100,0,Cloudy,24.4569,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 00:00:00.000000 UTC,17.05,12.09,81,6.75,1027.3,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 01:00:00.000000 UTC,15.92,11.19,81,11.01,1028.4,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 02:00:00.000000 UTC,16.37,11.45,81,8.07,1029.3,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 03:00:00.000000 UTC,15.23,11.6,85,6.72,1029.4,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 04:00:00.000000 UTC,14.46,11.02,86,6.99,1029.3,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 05:00:00.000000 UTC,14.6,11.42,87,6.6,1030.3,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 06:00:00.000000 UTC,14.94,11.06,84,6.2,1030.9,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 07:00:00.000000 UTC,15.29,11.82,86,4.7,1030.7,100,0.6,Light Snow,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 08:00:00.000000 UTC,14.95,11.75,87,5.64,1032.6,100,0.38,Snow Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 09:00:00.000000 UTC,16.21,11.98,83,5.41,1031.3,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 10:00:00.000000 UTC,15.84,11.59,83,4.55,1031.3,97,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 11:00:00.000000 UTC,15.4,12.53,88,3.77,1031.6,100,0.16,Snow Showers,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 12:00:00.000000 UTC,15.2,12.09,87,5.29,1032.6,100,0,Cloudy,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 13:00:00.000000 UTC,13.54,11.13,90,4.85,1033.4,29,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 14:00:00.000000 UTC,15.59,11.8,85,3.06,1034.3,6,0,Sunny,98.2518,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 15:00:00.000000 UTC,19.42,12.16,73,3.59,1034.4,1,0,Sunny,271.6766,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 16:00:00.000000 UTC,21.44,12.71,69,3.83,1034.3,0,0,Sunny,413.401,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 17:00:00.000000 UTC,24.05,13.99,65,4.47,1035.3,0,0,Sunny,513.7764,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 18:00:00.000000 UTC,26.72,15.19,61,4.33,1034.3,0,0,Sunny,565.9661,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 19:00:00.000000 UTC,30.2,15.74,54,1.81,1035.1,0,0,Sunny,566.4157,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 20:00:00.000000 UTC,32.45,14.06,46,5.07,1034.2,0,0,Sunny,515.0965,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 21:00:00.000000 UTC,32.44,13.47,45,8.15,1034.2,0,0,Sunny,415.5073,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 22:00:00.000000 UTC,31.47,12.34,45,6.08,1034.2,0,0,Sunny,274.4367,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-04 23:00:00.000000 UTC,29.64,11.13,46,8.09,1034.2,0,0,Sunny,101.501,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 00:00:00.000000 UTC,26.32,9.74,49,4.66,1035.2,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 01:00:00.000000 UTC,22.71,8.94,55,3.01,1034.3,13,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 02:00:00.000000 UTC,22.85,8.66,54,5.47,1035.4,4,0,Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 03:00:00.000000 UTC,22.07,8.64,56,3.82,1036.2,14,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 04:00:00.000000 UTC,20.54,8.76,60,5.34,1036.3,11,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 05:00:00.000000 UTC,20.02,9.5,63,5.67,1036.3,15,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 06:00:00.000000 UTC,19.34,8.58,62,5.23,1036.3,19,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 07:00:00.000000 UTC,17.92,8.67,67,5.16,1035.5,19,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 08:00:00.000000 UTC,17.22,9.41,71,4.61,1035.5,17,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 09:00:00.000000 UTC,16.59,10.19,75,5.7,1034.5,19,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 10:00:00.000000 UTC,16.71,9.82,74,4.94,1034.5,18,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 11:00:00.000000 UTC,14.62,9.72,80,3.38,1034.5,14,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 12:00:00.000000 UTC,15.49,10.49,80,3.74,1034.5,19,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 13:00:00.000000 UTC,15.73,10.68,80,3.16,1034.3,17,0,Mostly Clear,0,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 14:00:00.000000 UTC,18.08,11.97,77,4.29,1034.3,1,0,Sunny,101.3913,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 15:00:00.000000 UTC,24.06,12.11,60,4.51,1033.3,0,0,Sunny,275.1156,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 16:00:00.000000 UTC,32.82,15.31,48,2.53,1033.3,0,0,Sunny,417.1113,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 17:00:00.000000 UTC,35.17,14.14,42,5.91,1033.1,0,0,Sunny,517.7067,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 18:00:00.000000 UTC,35.75,14.13,41,4.27,1032.1,0,0,Sunny,570.0498,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 19:00:00.000000 UTC,41.72,17.87,38,7.27,1031,0,0,Sunny,570.5761,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 20:00:00.000000 UTC,41.93,17.82,37,9.6,1028.9,1,0,Sunny,519.2516,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 21:00:00.000000 UTC,42.08,17.01,36,9.57,1027.2,0,0,Sunny,419.5758,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 22:00:00.000000 UTC,42.11,14.54,32,13.5,1028,0,0,Sunny,278.3435,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-05 23:00:00.000000 UTC,41.37,15.5,35,10.44,1027.2,0,0,Sunny,105.1824,2023-11-16 13:19:09.119975 UTC
819ad24f-585c-4050-8b51-9d682a7a7243,2022-02-06 00:00:00.000000 UTC,38.67,16.46,40,6.86,1026.2,1,0,Clear,0,2023-11-16 13:19:09.119975 UTC
